2014-01-05 02:00:01,    2075
2014-01-05 02:00:03,    2073
2014-01-05 02:00:05,    2061
2014-01-05 02:00:07,    2041
2014-01-05 02:00:09,    2017
2014-01-05 02:00:11,    1997
2014-01-05 02:00:13,    1983
2014-01-05 02:00:15,    1982
2014-01-05 02:00:17,    1991
2014-01-05 02:00:19,    2010
2014-01-05 02:00:21,    2034
2014-01-05 02:00:23,    2055
2014-01-05 02:00:25,    2071
2014-01-05 02:00:27,    2076
2014-01-05 02:00:29,    2069
2014-01-05 02:00:31,    2052
2014-01-05 02:00:33,    2028
2014-01-05 02:00:35,    2007
2014-01-05 02:00:37,    1989
2014-01-05 02:00:39,    1981
2014-01-05 02:00:41,    1985
2014-01-05 02:00:43,    2000
2014-01-05 02:00:45,    2022
2014-01-05 02:00:47,    2045
2014-01-05 02:00:49,    2064
2014-01-05 02:00:51,    2075
2014-01-05 02:00:53,    2073
2014-01-05 02:00:55,    2061
2014-01-05 02:00:57,    2041
2014-01-05 02:00:59,    2017
2014-01-05 02:01:01,    1997
2014-01-05 02:01:03,    1983
2014-01-05 02:01:05,    1982
2014-01-05 02:01:07,    1991
2014-01-05 02:01:09,    2010
2014-01-05 02:01:11,    2034
2014-01-05 02:01:13,    2055
2014-01-05 02:01:15,    2071
2014-01-05 02:01:17,    2076
2014-01-05 02:01:19,    2069
2014-01-05 02:01:21,    2052
2014-01-05 02:01:23,    2028
2014-01-05 02:01:25,    2007
2014-01-05 02:01:27,    1989
2014-01-05 02:01:29,    1981
2014-01-05 02:01:31,    1985
2014-01-05 02:01:33,    2000
2014-01-05 02:01:35,    2022
2014-01-05 02:01:37,    2045
2014-01-05 02:01:39,    2064
2014-01-05 02:01:41,    2075
2014-01-05 02:01:43,    2073
2014-01-05 02:01:45,    2061
2014-01-05 02:01:47,    2041
2014-01-05 02:01:49,    2017
2014-01-05 02:01:51,    1997
2014-01-05 02:01:53,    1983
2014-01-05 02:01:55,    1982
2014-01-05 02:01:57,    1991
2014-01-05 02:01:59,    2010
2014-01-05 02:02:01,    2034
2014-01-05 02:02:03,    2055
2014-01-05 02:02:05,    2071
2014-01-05 02:02:07,    2076
2014-01-05 02:02:09,    2069
2014-01-05 02:02:11,    2052
2014-01-05 02:02:13,    2028
2014-01-05 02:02:15,    2007
2014-01-05 02:02:17,    1989
2014-01-05 02:02:19,    1981
2014-01-05 02:02:21,    1985
2014-01-05 02:02:23,    2000
2014-01-05 02:02:25,    2022
2014-01-05 02:02:27,    2045
2014-01-05 02:02:29,    2064
2014-01-05 02:02:31,    2075
2014-01-05 02:02:33,    2073
2014-01-05 02:02:35,    2061
2014-01-05 02:02:37,    2041
2014-01-05 02:02:39,    2017
2014-01-05 02:02:41,    1997
2014-01-05 02:02:43,    1983
2014-01-05 02:02:45,    1982
2014-01-05 02:02:47,    1991
2014-01-05 02:02:49,    2010
2014-01-05 02:02:51,    2034
2014-01-05 02:02:53,    2055
2014-01-05 02:02:55,    2071
2014-01-05 02:02:57,    2076
2014-01-05 02:02:59,    2069
2014-01-05 02:03:01,    2052
2014-01-05 02:03:03,    2028
2014-01-05 02:03:05,    2007
2014-01-05 02:03:07,    1989
2014-01-05 02:03:09,    1981
2014-01-05 02:03:11,    1985
2014-01-05 02:03:13,    2000
2014-01-05 02:03:15,    2022
2014-01-05 02:03:17,    2045
2014-01-05 02:03:19,    2064
2014-01-05 02:03:21,    2075
2014-01-05 02:03:23,    2073
2014-01-05 02:03:25,    2061
2014-01-05 02:03:27,    2041
2014-01-05 02:03:29,    2017
2014-01-05 02:03:31,    1997
2014-01-05 02:03:33,    1983
2014-01-05 02:03:35,    1982
2014-01-05 02:03:37,    1991
2014-01-05 02:03:39,    2010
2014-01-05 02:03:41,    2034
2014-01-05 02:03:43,    2055
2014-01-05 02:03:45,    2071
2014-01-05 02:03:47,    2076
2014-01-05 02:03:49,    2069
2014-01-05 02:03:51,    2052
2014-01-05 02:03:53,    2028
2014-01-05 02:03:55,    2007
2014-01-05 02:03:57,    1989
